ArticleId,Name_x,Address,District,Institution Type,Women,Minority,Random,Name_y,State,Programme,University,Level of Course,Course,Shift,FullTime/PartTime,Intake,Enrollment,Placement
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,POWER ELECTRONICS,1st Shift,FULL TIME,18,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,POWER SYSTEMS,1st Shift,FULL TIME,30,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,120,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,180,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),1st Shift,FULL TIME,60,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,1st Shift,FULL TIME,120,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,120,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,INFORMATION TECHNOLOGY,1st Shift,FULL TIME,120,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,180,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,MANAGEMENT,"Barkatullah University, Bhopal",POST GRADUATE,MBA,1st Shift,FULL TIME,120,,
1-7002357265,TECHNOCRATS INSTITUTE OF TECHNOLOGY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO. 24, BHEL",BHOPAL,Private-Self Financing,N,N,1-8726441,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,MCA,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,1st Shift,FULL TIME,60,,
1-7002394231,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,"MAXI ROAD, VILLAGE RAJPURA, DEWAS (M.P.)",DEWAS,Private-Self Financing,N,N,1-7387191,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,CIVIL ENGINEERING,1st Shift,FULL TIME,30,,
1-7002394231,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,"MAXI ROAD, VILLAGE RAJPURA, DEWAS (M.P.)",DEWAS,Private-Self Financing,N,N,1-7387191,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,30,,
1-7002394231,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,"MAXI ROAD, VILLAGE RAJPURA, DEWAS (M.P.)",DEWAS,Private-Self Financing,N,N,1-7387191,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,1st Shift,FULL TIME,30,,
1-7002394231,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,"MAXI ROAD, VILLAGE RAJPURA, DEWAS (M.P.)",DEWAS,Private-Self Financing,N,N,1-7387191,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,60,,
1-7002394231,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,"MAXI ROAD, VILLAGE RAJPURA, DEWAS (M.P.)",DEWAS,Private-Self Financing,N,N,1-7387191,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7002394231,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,"MAXI ROAD, VILLAGE RAJPURA, DEWAS (M.P.)",DEWAS,Private-Self Financing,N,N,1-7387191,SYNERGY INSTITUTE OF TECHNOLOGY. DEWAS,Madhya Pradesh,MANAGEMENT,"Vikram University, Ujjain",POST GRADUATE,MBA,1st Shift,FULL TIME,60,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,ELECTRICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",DIPLOMA,MECHANICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,ADVANCED PRODUCTION SYSTEMS,1st Shift,FULL TIME,18,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,COMPUTER SCEINCE & ENGINEERING,1st Shift,FULL TIME,18,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,DIGITAL COMMUNICATION,1st Shift,FULL TIME,18,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,1st Shift,FULL TIME,120,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRICAL ENGINEERING,1st Shift,FULL TIME,60,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,1st Shift,FULL TIME,60,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,1st Shift,FULL TIME,180,,
1-7002472823,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,"KARHI ROAD
AMOUDHA SATNA",SATNA,Private-Self Financing,N,N,1-5872421,VINDHYA INSTITUTE OF TECHNOLOGY AND SCIENCE,Madhya Pradesh,MCA,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,1st Shift,FULL TIME,60,,
